pdb_code,binding_affinity,binding_free_energy,proaffinity_label
3h8k,Kd=21nM,-10.467,7.67778070527
3hct,Kd=1.48uM,-7.948,5.82973828461
3hcu,Kd=1.48uM,-7.948,5.82973828461
3ho5,Kd=220nM,-9.076,6.65757731918
3ia3,Kd=93nM,-9.586,7.03151705145
3idb,Kd=11.3nM,-10.834,7.94692155652
3idc,Kd=0.6nM,-12.572,9.22184874962
3ifq,Kd=116nM,-9.455,6.93554201077
3inb,Kd=0.2uM,-9.133,6.69897000434
3iol,IC50=500nM,-8.59,6.30102999566
3ixe,IC50=2.3uM,-7.687,5.63827216398
3jza,Kd=3pM,-15.709,11.5228787453
3k75,Kd=110nM,-9.487,6.95860731484
3k8p,Kd=10nM,-10.906,8
3kbt,Kd=9.29nM,-10.95,8.03198428601
3kj0,Kd=2nM,-11.859,8.69897000434
3kj1,Kd=2nM,-11.859,8.69897000434
3kj2,Kd=2nM,-11.859,8.69897000434
3kls,Kd=5.5nM,-11.26,8.25963731051
3knb,Kd=0.94uM,-8.216,6.0268721464
3kuc,Kd=0.442uM,-8.663,6.35457773065
3kud,Kd=1.7uM,-7.866,5.76955107862
3kv4,Kd=1uM,-8.18,6
3kw5,Kd=385nM,-8.745,6.41453927049
3kyi,Kd=218uM,-4.992,3.6615435064
3kz0,Ki=273nM,-8.948,6.56383735296
3l33,Ki=136nM,-9.361,6.86646109163
3l9j,Kd=0.34nM,-12.908,9.46852108296
3lb8,Kd=66uM,-5.699,4.18045606446
3lbx,Kd=400nM,-8.722,6.39794000867
3lms,Ki=1.2nM,-12.162,8.92081875395
3m18,Kd=180pM,-13.285,9.7447274949
3m63,Kd=175nM,-9.212,6.75696195131
3mca,Kd=0.39uM,-8.737,6.40893539297
3me2,Kd=68pM,-13.861,10.1674910873
3mj7,Kd=5uM,-7.227,5.30102999566
3mzg,Kd=4.97mM,-3.141,2.30364361127
3mzw,Kd=22pM,-14.529,10.6575773192
3n00,IC50=0.22uM,-9.076,6.65757731918
3n06,Kd=3.1mM,-3.42,2.50863830617
3n0p,Kd=5.1mM,-3.125,2.2924298239
3n4i,Kd=1.1nM,-12.213,8.95860731484
3ncb,Kd=93mM,-1.406,1.03151705145
3ncc,Kd=212mM,-0.918,0.673664139071
3nvn,Kd=9.4nM,-10.943,8.0268721464
3nvq,Kd=287nM,-8.919,6.54211810327
3o34,Kd=8.8uM,-6.892,5.05551732785
3o40,Ki=1.4nM,-12.07,8.85387196432
3o43,Ki=9nM,-10.969,8.04575749056
3o5t,Kd=1.5uM,-7.94,5.82390874094
3o6b,Kd=227nM,-9.058,6.64397414281
3oak,Kd=169nM,-9.232,6.77211329539
3oiq,Kd=3.8uM,-7.389,5.42021640338
3ojm,Kd=130nM,-9.388,6.88605664769
3oky,Kd=1.3uM,-8.024,5.88605664769
3ol2,Kd=5.5uM,-7.17,5.25963731051
3olm,Kd=90.6uM,-5.512,4.04287180232
3ona,Kd=0.68uM,-8.408,6.16749108729
3onl,Kd=12uM,-6.709,4.92081875395
3onw,Kd=2.3nM,-11.777,8.63827216398
3osl,Kd=1.8nM,-11.922,8.7447274949
3oun,Kd=58nM,-9.866,7.23657200644
3ouw,Kd=23nM,-10.413,7.63827216398
3oux,Kd=35nM,-10.165,7.45593195565
3p71,Kd=0.38uM,-8.753,6.42021640338
3p92,Ki=5.9nM,-11.219,8.22914798836
3p95,Ki=1.5uM,-7.94,5.82390874094
3pnr,Ki=11.9nM,-10.803,7.92445303861
3pvm,Kd=42nM,-10.057,7.3767507096
3qbr,IC50=68nM,-9.771,7.16749108729
3qbv,Kd=478nM,-8.617,6.32057210339
3qc8,Kd=11.2uM,-6.749,4.95078197733
3qhy,Kd=1.1pM,-16.303,11.9586073148
3qlu,Kd=11nM,-10.85,7.95860731484
3qq8,Kd=1.5uM,-7.94,5.82390874094
3qs7,Kd=40nM,-10.086,7.39794000867
3qsk,Kd=91nM,-9.599,7.04095860768
3qwq,Kd=2nM,-11.859,8.69897000434
3r4d,Kd=21.4nM,-10.456,7.66958622665
3r85,Kd=41.3uM,-5.977,4.38404994834
3r9a,Kd=3.5uM,-7.438,5.45593195565
3rdz,Kd=2.69nM,-11.684,8.57024772
3reb,Kd=96nM,-9.567,7.01772876696
3rgf,Kd=7.05nM,-11.113,8.15181088301
3ro2,Kd=0.046uM,-10.003,7.33724216832
3rt0,Kd=1.2uM,-8.072,5.92081875395
3rzw,Kd=68nM,-9.771,7.16749108729
3sgb,Kd=17.9pM,-14.652,10.747146969
3sjh,Kd=3.4uM,-7.455,5.46852108296
3sku,Kd=70nM,-9.754,7.15490195999
3sri,Kd=165nM,-9.247,6.78251605579
3t6g,Kd=30nM,-10.256,7.52287874528
3tac,Kd=0.55uM,-8.534,6.25963731051
3tei,Kd=0.5uM,-8.59,6.30102999566
3tg1,Ki=1.01uM,-8.174,5.99567862622
3tgk,Ki=12uM,-6.709,4.92081875395
3tkl,Kd=0.43uM,-8.679,6.36653154442
3tsr,Kd=0.2fM,-21.402,15.6989700043
3tu3,Kd=57nM,-9.876,7.24412514433
3twi,Kd=0.6uM,-8.482,6.22184874962
3tz1,Kd=0.141uM,-9.34,6.85078088734
3u43,Kd=1fM,-20.45,15
3u82,Kd=17.1nM,-10.589,7.76700388961
3u8x,Kd=3.4uM,-7.455,5.46852108296
3u9d,Kd=0.5uM,-8.59,6.30102999566
3u9z,Kd=1.54uM,-7.924,5.81247927916
3ujg,IC50=1.7uM,-7.866,5.76955107862
3ukx,Kd=0.03nM,-14.346,10.5228787453
3ukz,Kd=2.4nM,-11.751,8.61978875829
3ul0,Kd=2.3nM,-11.777,8.63827216398
3ul1,Kd=2.7nM,-11.682,8.56863623584
3ul4,Kd=11.4nM,-10.829,7.94309514866
3uyo,Kd=6.8uM,-7.045,5.16749108729
3uyp,Kd=4.1uM,-7.344,5.38721614328
3uze,Kd=8nM,-11.039,8.09691001301
3uzq,Kd=0.082nM,-13.75,10.0861861476
3uzv,Kd=0.43nM,-12.769,9.36653154442
3v6b,Kd=0.28uM,-8.933,6.55284196866
3v96,Ki=1.1nM,-12.213,8.95860731484
3vpj,Kd=2.77nM,-11.666,8.55752023094
3vv2,Kd=52pM,-14.02,10.2839966564
3vyr,Kd=140nM,-9.344,6.85387196432
3w8h,Kd=0.164uM,-9.25,6.78515615195
3w8i,Kd=2.15nM,-11.816,8.66756154008
3wa5,Kd=28.1nM,-10.295,7.55129368009
3wdg,Kd=1.198nM,-12.163,8.92154318195
3wkt,Kd=0.1uM,-9.543,7
3wqb,Kd=1.8nM,-11.922,8.7447274949
3wrx,Kd=2.1uM,-7.741,5.67778070527
3wry,Kd=0.31uM,-8.873,6.50863830617
3wwn,Kd=6.62uM,-7.061,5.17914201056
3zet,Kd=0.29uM,-8.913,6.5376020021
3zkq,Kd=1.2nM,-12.162,8.92081875395
3znz,Kd=196nM,-9.145,6.70774392864
3zo0,Kd=437nM,-8.67,6.35951856303
3zrz,Kd=0.030nM,-14.346,10.5228787453
3zu7,Kd=6.6nM,-11.152,8.18045606446
3zuv,Kd=117nM,-9.45,6.93181413825
3zwl,Kd=160nM,-9.265,6.79588001734
3zwz,Kd=20.3nM,-10.487,7.69250396209
3zyi,Kd=7.3nM,-11.093,8.13667713988
4a1s,Kd=5nM,-11.317,8.30102999566
4a1u,Ki=0.54uM,-8.545,6.26760624018
4a49,Kd=42uM,-5.967,4.3767507096
4afq,Kd=2.4nM,-11.751,8.61978875829
4afz,Kd=0.9nM,-12.332,9.04575749056
4ag2,Kd=6.2nM,-11.189,8.2076083105
4an7,Ki=3.2nM,-11.581,8.49485002168
4aoq,Kd=201.8nM,-9.127,6.6950788381
4ap2,Kd=20nM,-10.496,7.69897000434
4apf,Kd=0.65uM,-8.435,6.18708664336
4apx,Kd=2.9uM,-7.549,5.5376020021
4aqe,Kd=2.4uM,-7.661,5.61978875829
4awx,Kd=0.5uM,-8.59,6.30102999566
4ayi,Kd=2nM,-11.859,8.69897000434
4b1v,Kd=0.32uM,-8.854,6.49485002168
4b1x,Kd=4.34uM,-7.311,5.36251027049
4b1y,Kd=0.27uM,-8.955,6.56863623584
4b93,Kd=2.3uM,-7.687,5.63827216398
4bd9,Ki=31nM,-10.237,7.50863830617
4bfi,Kd=0.6uM,-8.482,6.22184874962
4bkx,Kd=5uM,-7.227,5.30102999566
4bpk,IC50=25nM,-10.364,7.60205999133
4bru,Kd=200nM,-9.133,6.69897000434
4brw,Kd=50nM,-9.953,7.30102999566
4c2a,Kd=9.7nM,-10.924,8.01322826573
4c4k,Kd=2.7uM,-7.592,5.56863623584
4c4p,Kd=0.25uM,-9.001,6.60205999133
4c5g,Kd=1.03uM,-8.162,5.98716277529
4c99,Kd=114nM,-9.466,6.94309514866
4c9b,Kd=28.4nM,-10.288,7.54668165995
4cdk,Kd=1.9uM,-7.8,5.72124639905
4cj0,Kd=98nM,-9.555,7.00877392431
4cj1,Kd=48nM,-9.978,7.31875876262
4cj2,Kd=11nM,-10.85,7.95860731484
4cmm,Kd=0.8uM,-8.312,6.09691001301
4ct0,Kd=28nM,-10.297,7.55284196866
4cu4,Kd=1.2uM,-8.072,5.92081875395
4cvw,Kd=30pM,-14.346,10.5228787453
4d0g,Kd=1.8uM,-7.832,5.7447274949
4d0n,Kd=18.1uM,-6.465,4.74232142513
4dbg,Kd=0.52uM,-8.567,6.28399665637
4dh2,Kd=32.6nM,-10.207,7.48678239993
4di3,Kd=0.06uM,-9.846,7.22184874962
4did,Kd=6uM,-7.119,5.22184874962
4dj9,Kd=99nM,-9.549,7.0043648054
4dkd,Kd=94nM,-9.58,7.0268721464
4dm6,Kd=1.5uM,-7.94,5.82390874094
4dm8,Kd=1.5uM,-7.94,5.82390874094
4doq,Ki=140nM,-9.344,6.85387196432
4dra,Kd=1.17uM,-8.087,5.93181413825
4ds8,Kd=7.7uM,-6.971,5.11350927483
4dt1,Kd=0.56uM,-8.523,6.25181197299
4dxa,Kd=1.8uM,-7.832,5.7447274949
4dzv,Ki=11nM,-10.85,7.95860731484
4eee,Kd=0.2nM,-13.223,9.69897000434
4ehq,Kd=1.3uM,-8.024,5.88605664769
4eig,Kd=1nM,-12.27,9
4ekc,Kd=22nM,-10.44,7.65757731918
4ekd,Kd=22nM,-10.44,7.65757731918
4eoz,Kd=1uM,-8.18,6
4etp,Kd=0.37uM,-8.768,6.43179827593
4etw,Kd=3.1uM,-7.51,5.50863830617
4euk,Kd=4.1uM,-7.344,5.38721614328
4exp,Kd=500nM,-8.59,6.30102999566
4f38,Kd=2.9nM,-11.639,8.5376020021
4f48,Kd=3.2uM,-7.491,5.49485002168
4f9l,Kd=66nM,-9.789,7.18045606446
4f9p,Kd=15nM,-10.666,7.82390874094
4fq0,Kd=0.87uM,-8.262,6.06048074738
4ft4,Kd=0.5uM,-8.59,6.30102999566
4fza,Kd=99.1nM,-9.548,7.00392634551
4fzv,Kd=13.3nM,-10.738,7.87614835903
4g01,Kd=3.4uM,-7.455,5.46852108296
4g35,Ki=54nM,-9.908,7.26760624018
4g6u,Kd=17.8nM,-10.565,7.74957999769
4gaf,Kd=1.8pM,-16.012,11.7447274949
4geh,Kd=11.7nM,-10.813,7.93181413825
4gh7,Kd=5.77nM,-11.232,8.23882418684
4gi3,Ki=0.68nM,-12.498,9.16749108729
4giq,Kd=2.09uM,-7.743,5.67985371389
4gla,Kd=35.3uM,-6.07,4.45222529461
4gn4,Kd=0.253uM,-8.994,6.59687947882
4h2s,Kd=21.5uM,-6.363,4.66756154008
4h2w,Kd=1.73uM,-7.855,5.76195389687
4h3p,Kd=2uM,-7.769,5.69897000434
4h5s,Kd=12.5uM,-6.684,4.90308998699
4h6j,Kd=190nM,-9.163,6.72124639905
4hcn,Kd=106.7uM,-5.415,3.97183558058
4hcp,Kd=9.4uM,-6.853,5.0268721464
4hdo,Kd=0.36uM,-8.785,6.44369749923
4hep,Kd=300nM,-8.893,6.52287874528
4hff,Kd=0.269nM,-13.047,9.57024772
4hgk,Kd=0.19nM,-13.253,9.72124639905
4hgm,Kd=16nM,-10.628,7.79588001734
4hnj,Kd=3nM,-11.619,8.52287874528
4hrl,Kd=1nM,-12.27,9
4i0c,Kd=460nM,-8.64,6.33724216832
4i6l,Kd=20nM,-10.496,7.69897000434
4i9x,Kd=5.96nM,-11.213,8.22475374026
4ihh,Kd=59nM,-9.855,7.22914798836
4ika,Kd=57.5uM,-5.781,4.24033215531
4iop,Kd=0.67nM,-12.507,9.1739251973
4iu3,Kd=20.83nM,-10.472,7.68131073005
4iyp,Kd=0.3uM,-8.893,6.52287874528
4j2y,Ki=0.88nM,-12.345,9.05551732785
4j32,Kd=1.28nM,-12.124,8.89279003035
4je4,Kd=14nM,-10.707,7.85387196432
4jeg,Kd=12nM,-10.798,7.92081875395
4jeh,Kd=8.1nM,-11.031,8.09151498112
4jeu,Kd=1.4nM,-12.07,8.85387196432
4jra,Kd=28nM,-10.297,7.55284196866
4js0,Kd=5uM,-7.227,5.30102999566
4jw2,Kd=3.7nM,-11.495,8.43179827593
4jw3,Kd=1450nM,-7.96,5.83863199777
4jzw,Kd=15.4pM,-14.741,10.8124792792
4k0a,Kd=0.18nM,-13.285,9.7447274949
4k1r,Kd=10.2uM,-6.805,4.99139982824
4k5a,Kd=10.3nM,-10.889,7.98716277529
4ka2,Kd=8.4pM,-15.1,11.0757207139
4kbb,Kd=0.18uM,-9.195,6.7447274949
4kdi,Kd=0.71uM,-8.383,6.14874165128
4kfz,Kd=94nM,-9.58,7.0268721464
4kr0,Kd=16.7nM,-10.603,7.77728352885
4krl,Kd=47nM,-9.99,7.32790214206
4ksd,IC50=520nM,-8.567,6.28399665637
4kt1,Kd=56.5nM,-9.881,7.24795155218
4kt3,Kd=0.26nM,-13.067,9.58502665203
4kvg,Kd=0.7uM,-8.391,6.15490195999
4l0p,Kd=9nM,-10.969,8.04575749056
4l67,Kd=0.32uM,-8.854,6.49485002168
4lad,Kd=38nM,-10.116,7.42021640338
4lgr,Kd=0.11nM,-13.577,9.95860731484
4lrx,Kd=15uM,-6.576,4.82390874094
4lzx,Kd=5.07nM,-11.309,8.29499204067
4m0w,Kd=6.7uM,-7.054,5.1739251973
4m1l,Kd=0.18uM,-9.195,6.7447274949
4m5f,Kd=13.5pM,-14.819,10.8696662315
4mi8,Kd=1.38uM,-7.989,5.8601209136
4mp0,Kd=8.7nM,-10.989,8.06048074738
4mqv,Kd=2.9uM,-7.549,5.5376020021
4mrt,Kd=0.92uM,-8.229,6.03621217265
4msm,Kd=3uM,-7.529,5.52287874528
4n7v,Kd=32nM,-10.218,7.49485002168
4n7z,Kd=177nM,-9.205,6.75202673364
4nm3,Ki=60uM,-5.756,4.22184874962
4nqw,Kd=0.42uM,-8.693,6.3767507096
4nso,Kd=0.98nM,-12.282,9.00877392431
4nu1,Ki=60uM,-5.756,4.22184874962
4nzl,Kd=25nM,-10.364,7.60205999133
4nzw,Kd=504nM,-8.585,6.29756946355
4ofy,Kd=0.602uM,-8.48,6.22040350874
4ojk,Kd=22uM,-6.35,4.65757731918
4ol0,Kd=4.7nM,-11.353,8.32790214206
4p3y,Kd=146nM,-9.319,6.83564714422
4pas,Kd=126.6nM,-9.403,6.89756629432
4pbw,Kd=551nM,-8.533,6.25884840115
4pbz,Kd=0.05uM,-9.953,7.30102999566
4pc0,Kd=0.2uM,-9.133,6.69897000434
4per,Kd=1fM,-20.45,15
4pgj,Kd=26nM,-10.341,7.58502665203
4plo,Kd=0.038uM,-10.116,7.42021640338
4pou,Kd=157nM,-9.276,6.80410034759
4pqt,Kd=1.1uM,-8.123,5.95860731484
4pw9,Kd=13.5uM,-6.639,4.8696662315
4pz6,Kd=0.21uM,-9.104,6.67778070527
4qlb,Kd=1.6uM,-7.902,5.79588001734
4qlp,Kd=0.23nM,-13.14,9.63827216398
4qxa,Kd=0.32uM,-8.854,6.49485002168
4qzv,Kd=35.7uM,-6.063,4.44733178389
4re1,Kd=1.2uM,-8.072,5.92081875395
4rey,Kd=108nM,-9.498,6.96657624451
4rs1,Kd=23.9nM,-10.391,7.62160209905
4rt6,Kd=13.2nM,-10.742,7.87942606879
4rws,IC50=6nM,-11.209,8.22184874962
4s0s,Kd=11.4nM,-10.829,7.94309514866
4tq0,Kd=6.9uM,-7.036,5.16115090926
4tq1,Kd=350uM,-4.711,3.45593195565
4u2x,Kd=1nM,-12.27,9
4u30,Ki=138nM,-9.352,6.8601209136
4u32,Ki=379nM,-8.754,6.42136079003
4u4c,Kd=310nM,-8.873,6.50863830617
4udm,Kd=4nM,-11.449,8.39794000867
4uem,Kd=6.4nM,-11.171,8.19382002602
4uf1,Kd=6.98uM,-7.029,5.15614457738
4uwx,Kd=6.9uM,-7.036,5.16115090926
4uyq,Kd=14pM,-14.797,10.8538719643
4w6w,Kd=3.57nM,-11.516,8.44733178389
4w6x,Kd=5.25nM,-11.288,8.27984069659
4w6y,Kd=1.58nM,-11.999,8.80134291305
4wem,Kd=6.8uM,-7.045,5.16749108729
4wen,Kd=0.1uM,-9.543,7
4wnd,Kd=32.9nM,-10.201,7.48280410205
4x33,Kd=0.25uM,-9.001,6.60205999133
4x7d,Kd=3.5nM,-11.528,8.45593195565
4x7e,Kd=7nM,-11.118,8.15490195999
4x7f,Kd=28nM,-10.297,7.55284196866
4x7s,Kd=10nM,-10.906,8
4xl1,Kd=304nM,-8.885,6.51712641639
4xl5,Kd=1.4nM,-12.07,8.85387196432
4xlw,Kd=262nM,-8.973,6.58169870868
4xwj,Kd=4.45nM,-11.386,8.35163998902
4xxb,Kd=1.48uM,-7.948,5.82973828461
4xxw,Kd=5.12uM,-7.213,5.29073003902
4y5o,Kd=1.4uM,-7.981,5.85387196432
4y61,Kd=355.5nM,-8.792,6.44916039493
4yc7,Kd=1.89uM,-7.803,5.72353819583
4ydh,Kd=2.55uM,-7.626,5.59345981957
4yeb,Kd=17nM,-10.592,7.76955107862
4yh7,Kd=0.15uM,-9.303,6.82390874094
4yiz,Kd=8nM,-11.039,8.09691001301
4yj4,Kd=9.9nM,-10.912,8.0043648054
4yl8,Kd=5.4uM,-7.181,5.26760624018
4yn0,Kd=85nM,-9.639,7.07058107429
4yoc,Kd=0.6uM,-8.482,6.22184874962
4yvq,Kd=2.03uM,-7.761,5.69250396209
4yyp,Kd=280nM,-8.933,6.55284196866
4z80,Kd=12nM,-10.798,7.92081875395
4z9k,Kd=2.2nM,-11.803,8.65757731918
4zgm,IC50=0.38nM,-12.843,9.42021640338
4zgq,Kd=2.5uM,-7.637,5.60205999133
4zgy,Kd=0.7uM,-8.391,6.15490195999
4zi2,Kd=0.42uM,-8.693,6.3767507096
4zii,IC50=66nM,-9.789,7.18045606446
4zk9,Kd=0.24nM,-13.115,9.61978875829
4zkc,Kd=0.22nM,-13.166,9.65757731918
4zqu,Kd=16nM,-10.628,7.79588001734
4zrj,Kd=2.9uM,-7.549,5.5376020021
4zw2,Kd=4.9nM,-11.329,8.30980391997
5aam,Kd=3.8nM,-11.479,8.42021640338
5aaw,Kd=4.32nM,-11.403,8.36451625319
5agw,IC50=10.2nM,-10.895,7.99139982824
5ajj,Kd=3220nM,-7.487,5.4921441283
5ajk,Kd=2640nM,-7.605,5.57839607313
5ayr,Kd=1.959nM,-11.872,8.70796556401
5b64,Kd=70nM,-9.754,7.15490195999
5b75,Kd=10uM,-6.816,5
5b76,Kd=5.8uM,-7.139,5.23657200644
5b77,Kd=10.8uM,-6.771,4.96657624451
5b78,Kd=1.88uM,-7.806,5.72584215074
5bn5,Kd=11uM,-6.76,4.95860731484
5bnq,Kd=0.156nM,-13.37,9.80687540165
5boz,Kd=0.7nM,-12.481,9.15490195999
5c3f,IC50=1.6uM,-7.902,5.79588001734
5c67,Ki=89pM,-13.702,10.0506099934
5chv,Kd=1.49uM,-7.944,5.82681373159
5ctr,Kd=0.88uM,-8.255,6.05551732785
5cx3,Kd=0.54uM,-8.545,6.26760624018
5cxb,Kd=9.19nM,-10.956,8.03668448861
5cyk,Kd=249nM,-9.003,6.6038006529
5czf,Kd=100pM,-13.633,10
5d1k,Kd=180nM,-9.195,6.7447274949
5d1l,Kd=141nM,-9.34,6.85078088734
5d1m,Kd=62nM,-9.826,7.2076083105
5d28,Kd=27nM,-10.318,7.56863623584
5d3i,Kd=0.6nM,-12.572,9.22184874962
5dc4,Kd=35nM,-10.165,7.45593195565
5dcq,Kd=0.18uM,-9.195,6.7447274949
5dfw,Kd=0.5nM,-12.68,9.30102999566
5djt,Kd=17nM,-10.592,7.76955107862
5dju,Kd=11.4nM,-10.829,7.94309514866
5dmj,Kd=5.3nM,-11.282,8.2757241304
5dob,Kd=1uM,-8.18,6
5e6p,Kd=2uM,-7.769,5.69897000434
5e95,Kd=15.7nM,-10.639,7.80410034759
5eb1,Kd=140nM,-9.344,6.85387196432
5ee5,Kd=26uM,-6.251,4.58502665203
5eg3,Kd=0.135uM,-9.365,6.8696662315
5elu,Kd=414nM,-8.702,6.38299965888
5eo9,Kd=0.37uM,-8.768,6.43179827593
5eql,Kd=68nM,-9.771,7.16749108729
5et1,Kd=107nM,-9.503,6.97061622231
5f3x,Kd=3.11nM,-11.598,8.50723961097
5f4e,Kd=48nM,-9.978,7.31875876262
5f5s,Kd=22nM,-10.44,7.65757731918
5fr1,Kd=3.3uM,-7.473,5.48148606012
5fr2,Kd=141nM,-9.34,6.85078088734
5ft8,Kd=117nM,-9.45,6.93181413825
5fw5,Kd=80nM,-9.675,7.09691001301
5fzt,Kd=48uM,-5.888,4.31875876262
5g15,Kd=0.17uM,-9.229,6.76955107862
5g1x,Kd=12.1uM,-6.704,4.91721462968
5gjk,Kd=0.12uM,-9.435,6.92081875395
5glh,Kd=20.7pM,-14.566,10.6840296545
5gpg,IC50=2.61nM,-11.702,8.58335949266
5gtb,Kd=46uM,-5.913,4.33724216832
5gy2,IC50=204pM,-13.211,9.69036983257
5h3j,Kd=0.27uM,-8.955,6.56863623584
5h7y,Kd=125nM,-9.411,6.90308998699
5h9b,Kd=674.1nM,-8.413,6.17127567286
5hpk,Kd=9.7nM,-10.924,8.01322826573
5hps,Kd=322.9nM,-8.849,6.49093195498
5hu3,Kd=1uM,-8.18,6
5hvf,Kd=0.03nM,-14.346,10.5228787453
5ij0,Kd=7.9uM,-6.956,5.10237290871
5ij9,Kd=13.4uM,-6.643,4.87289520164
5imk,Kd=850nM,-8.276,6.07058107429
5imm,Kd=3.5nM,-11.528,8.45593195565
5imt,Kd=367nM,-8.773,6.43533393575
5inb,Kd=123nM,-9.421,6.91009488856
5ip4,Kd=451nM,-8.651,6.34582345812
5ixd,Kd=70.5nM,-9.75,7.15181088301
5j28,Kd=193nM,-9.154,6.71444269099
5j56,Kd=3.2nM,-11.581,8.49485002168
5j57,Kd=0.02nM,-14.586,10.6989700043
5j8h,Kd=153nM,-9.291,6.81530856918
5jds,Kd=3nM,-11.619,8.52287874528
5jg6,Kd=1.6uM,-7.902,5.79588001734
5jjd,Kd=9.2uM,-6.866,5.03621217265
5jke,Kd=91nM,-9.599,7.04095860768
5jsn,Kd=0.8uM,-8.312,6.09691001301
5jw7,Kd=9.09uM,-6.873,5.04143611678
5jw9,Kd=0.086uM,-9.632,7.06550154876
5k22,Kd=25nM,-10.364,7.60205999133
5k8q,Kd=0.9nM,-12.332,9.04575749056
5kho,Kd=0.9uM,-8.242,6.04575749056
5kve,Kd=35nM,-10.165,7.45593195565
5kxh,Kd=0.49uM,-8.602,6.30980391997
5ky0,Kd=6.5uM,-7.072,5.18708664336
5ky4,Kd=10uM,-6.816,5
5ky5,Kd=0.79uM,-8.319,6.10237290871
5ky9,Kd=5.9uM,-7.129,5.22914798836
5l21,Kd=3.7nM,-11.495,8.43179827593
5l8j,Kd=2uM,-7.769,5.69897000434
5lgk,Kd=1.2uM,-8.072,5.92081875395
5lhn,Kd=11.2nM,-10.839,7.95078197733
5li1,Kd=0.47uM,-8.627,6.32790214206
5lrw,Kd=9.3uM,-6.859,5.03151705145
5lxm,Kd=0.18uM,-9.195,6.7447274949
5lxq,Kd=0.64uM,-8.444,6.19382002602
5lz3,Kd=19uM,-6.436,4.72124639905
5lz6,Kd=8uM,-6.949,5.09691001301
5m2j,Kd=0.13nM,-13.478,9.88605664769
5m2m,Kd=1.5nM,-12.03,8.82390874094
5m36,Kd=2.75uM,-7.581,5.56066730617
5m72,Kd=33nM,-10.2,7.48148606012
5ma3,Kd=38pM,-14.206,10.4202164034
5ma4,Kd=52pM,-14.02,10.2839966564
5ma6,Kd=303pM,-12.977,9.5185573715
5mak,Kd=29pM,-14.366,10.5376020021
5me5,Kd=2.15uM,-7.727,5.66756154008
5ml9,Kd=217nM,-9.084,6.66354026615
5mr4,Kd=220nM,-9.076,6.65757731918
5mr5,Kd=80nM,-9.675,7.09691001301
5mrv,Ki=3.8uM,-7.389,5.42021640338
5mtj,Kd=338nM,-8.822,6.47108329972
5mtm,Kd=7.0nM,-11.118,8.15490195999
5mtn,Kd=23.5nM,-10.401,7.62893213773
5mv8,Kd=1.4uM,-7.981,5.85387196432
5mv9,Kd=1uM,-8.18,6
5my6,Kd=3.99nM,-11.45,8.39902710431
5npo,Kd=0.95uM,-8.21,6.02227639471
5nqf,Kd=169nM,-9.232,6.77211329539
5nqg,Kd=50nM,-9.953,7.30102999566
5nt1,Kd=16.1uM,-6.535,4.79317412397
5nt7,Kd=10.6uM,-6.782,4.97469413474
5nus,Kd=11nM,-10.85,7.95860731484
5nvm,Kd=14nM,-10.707,7.85387196432
5nwm,Kd=0.04uM,-10.086,7.39794000867
5o05,Kd=0.81nM,-12.394,9.09151498112
5o0w,Kd=73.83pM,-13.813,10.1317671316
5o2t,Kd=167nM,-9.239,6.77728352885
5o2u,Kd=0.69nM,-12.489,9.16115090926
5o90,Kd=1.1uM,-8.123,5.95860731484
5oaq,Kd=58nM,-9.866,7.23657200644
5odw,Kd=240pM,-13.115,9.61978875829
5oen,Kd=10nM,-10.906,8
5omb,Kd=0.43uM,-8.679,6.36653154442
5omn,Kd=9.5nM,-10.937,8.02227639471
5otx,IC50=187nM,-9.172,6.72815839346
5oy9,Kd=3.75uM,-7.397,5.42596873227
5oyl,Kd=7.5uM,-6.987,5.12493873661
5swk,Kd=2.57uM,-7.621,5.59006687667
5szh,Kd=5.2uM,-7.204,5.28399665637
5szi,Kd=253nM,-8.994,6.59687947882
5szj,Kd=790uM,-4.229,3.10237290871
5szk,Kd=1.1uM,-8.123,5.95860731484
5t0f,IC50=58nM,-9.866,7.23657200644
5tar,Kd=2.3uM,-7.687,5.63827216398
5tl6,Kd=57.6uM,-5.78,4.23957751658
5tl7,Kd=1870uM,-3.719,2.72815839346
5tp6,Kd=1.9nM,-11.89,8.72124639905
5tvq,Kd=0.88uM,-8.255,6.05551732785
5twa,Kd=66nM,-9.789,7.18045606446
5tzp,Kd=30nM,-10.256,7.52287874528
5tzq,Kd=16nM,-10.628,7.79588001734
5u4k,Kd=15uM,-6.576,4.82390874094
5u4m,Kd=0.39nM,-12.827,9.40893539297
5u4y,Kd=25nM,-10.364,7.60205999133
5u52,Kd=27nM,-10.318,7.56863623584
5ua4,Kd=26nM,-10.341,7.58502665203
5ufe,Kd=50.3nM,-9.95,7.29843201494
5uk5,Kd=0.81uM,-8.305,6.09151498112
5un5,Kd=18nM,-10.558,7.7447274949
5un7,Kd=120nM,-9.435,6.92081875395
5uul,Ki=4.8nM,-11.341,8.31875876262
5uwc,Kd=17.8nM,-10.565,7.74957999769
5uzu,Kd=10nM,-10.906,8
5v52,Kd=3.7uM,-7.405,5.43179827593
5v5h,Kd=158nM,-9.272,6.80134291305
5v62,IC50=25nM,-10.364,7.60205999133
5v69,Kd=35.9nM,-10.15,7.44490555142
5v6a,Kd=53.2nM,-9.917,7.2740883677
